term,best_rank,worst_rank,median_rank,months_present,first_month,last_month,trend_ratio,is_category
best selling beach jewelry,26757.0,81972.0,31175.0,3,2025-06,2025-08,,True
st patricks day earrings for women,27511.0,49644.0,38577.5,2,2025-02,2025-03,,True
cooling neck ring,28949.0,132547.0,67593.0,4,2025-05,2025-08,,True
easter napkin rings,29989.0,119514.0,43521.0,3,2025-02,2025-04,,True
valentines day necklace,30291.0,30291.0,30291.0,1,2025-02,2025-02,,True
pride bracelet,30600.0,188659.0,105747.0,3,2025-05,2025-07,,True
dark side of the ring,30826.0,192520.0,58518.0,5,2025-03,2025-07,,True
jewelry organizer for women,31117.0,31117.0,31117.0,1,2025-01,2025-01,,True
easter earrings for women,31347.0,86496.0,51267.0,3,2025-02,2025-04,,True
ankle resistance bands with cuffs,31493.0,186615.0,81444.0,9,2025-01,2025-09,4.110119278635929,True
xo necklace the weeknd,32145.0,144583.0,41465.0,5,2025-02,2025-08,,True
pilates rings,33901.0,160128.0,94783.0,5,2025-01,2025-06,,True
aquamarine necklace,34221.0,196666.0,150978.5,8,2025-01,2025-12,2.883763752704507,True
pride earrings,34243.0,99003.0,66623.0,2,2025-05,2025-06,,True
summer jewelry,34788.0,180145.0,58745.0,7,2025-01,2025-07,0.3881475747142828,True
gold prom jewelry,35186.0,199995.0,108480.5,4,2025-02,2025-05,,True
snow chains for trucks,35329.0,191487.0,80874.0,5,2025-01,2025-12,,True
silver prom jewelry,35681.0,155988.0,96230.0,3,2025-03,2025-05,,True
queen of the ring,36036.0,173583.0,96427.5,4,2025-05,2025-08,,True
charms for junk cases,36261.0,187222.0,54695.5,8,2025-01,2025-08,2.271228572098586,True
gold starfish earrings,37082.0,147052.0,92067.0,2,2025-06,2025-07,,True
valentines earrings for women,38055.0,59669.0,48862.0,2,2025-01,2025-02,,True
silver cleaner jewelry tarnish remover,38230.0,185794.0,48408.0,9,2025-01,2025-09,1.5826315401802156,True
sterling silver anklets for women,38297.0,189926.0,83387.0,9,2025-01,2025-09,0.7321567365140179,True
invisawear necklace,38605.0,189505.0,106845.5,4,2025-02,2025-08,,True
essence nose ring,38821.0,38821.0,38821.0,1,2025-04,2025-04,,True
cook rings for men erection sex,38846.0,179287.0,46647.0,3,2025-01,2025-03,,True
forever bracelets for couples,39163.0,80960.0,60061.5,2,2025-01,2025-02,,True
fourth of july earrings,39754.0,168292.0,104023.0,2,2025-06,2025-07,,True
travel jewelry cases for women,40563.0,124945.0,82754.0,2,2025-01,2025-02,,True
tire chains for trucks,41315.0,128932.0,102687.0,4,2025-01,2025-12,,True
rubber wedding rings for woman,41509.0,113288.0,47972.0,9,2025-01,2025-09,1.086058942798042,True
chain belts for women fashion,41691.0,101279.0,55055.0,9,2025-01,2025-09,0.8730574056454171,True
daily bible verse bracelet,41799.0,185821.0,99674.5,6,2025-01,2025-12,2.6469998119004328,True
baseball earrings,41836.0,133312.0,85029.5,8,2025-02,2025-09,2.814932634730539,True
march birthstone necklace,42545.0,122227.0,82386.0,2,2025-02,2025-03,,True
kendra scott heart necklace,42616.0,134227.0,90999.0,4,2025-01,2025-12,,True
david yurman bracelets for women,42709.0,181066.0,65289.5,6,2025-01,2025-06,1.7819778938823088,True
prom earrings,42939.0,194494.0,97057.0,4,2025-02,2025-05,,True
essence nasal diffuser ring,43606.0,181501.0,112553.5,2,2025-03,2025-04,,True
garden hoops,43680.0,178393.0,75864.0,7,2025-01,2025-07,0.5183300151190815,True
bracelet making kit for girls,43728.0,134455.0,103916.0,4,2025-01,2025-12,,True
beach jewelry,44250.0,157952.0,72346.0,8,2025-01,2025-08,0.5472503409818421,True
valentines nail charms,44836.0,109515.0,77175.5,2,2025-01,2025-02,,True
necklace for mom,45753.0,144365.0,92111.0,3,2025-05,2025-12,,True
rainbow earrings,45921.0,155988.0,112431.0,3,2025-03,2025-06,,True
jewelry box for girls 8-12,45973.0,122095.0,69497.0,3,2025-01,2025-12,,True
kendra scott jewelry for women,46253.0,185656.0,115954.5,2,2025-01,2025-02,,True
gold choker necklaces for woman,46798.0,130916.0,53404.0,9,2025-01,2025-09,0.8972295492347239,True
gold heart earrings,47005.0,198454.0,67115.0,3,2025-01,2025-12,,True
mothers day bracelet,47631.0,156484.0,102057.5,2,2025-04,2025-05,,True
pencil charms,47829.0,141358.0,69564.0,6,2025-03,2025-08,1.1851078198866045,True
lego heart key chain,47891.0,193143.0,61985.0,3,2025-01,2025-07,,True
beach necklace,47989.0,184541.0,73399.5,8,2025-01,2025-08,0.49368317988724475,True
animal tracking bracelet,48095.0,191080.0,120648.5,4,2025-01,2025-12,,True
initial necklaces for girls,48113.0,149786.0,114778.0,5,2025-01,2025-12,,True
tire chains for suv,48272.0,137616.0,96265.0,4,2025-01,2025-12,,True
4th of july jewelry,48776.0,48776.0,48776.0,1,2025-06,2025-06,,True
mom bracelet,48861.0,161770.0,73754.0,3,2025-04,2025-12,,True
red heart earrings,48976.0,83709.0,66342.5,2,2025-01,2025-02,,True
cartilage hoop earrings for women,49106.0,150868.0,59419.0,9,2025-01,2025-09,1.4863072984769516,True
gold earrings for women dangle,49362.0,197899.0,103415.0,9,2025-01,2025-09,0.8373743768299439,True
nasal diffuser nose ring,50192.0,171646.0,98475.0,4,2025-03,2025-11,,True
teacher bracelet,50219.0,191384.0,149373.0,4,2025-04,2025-12,,True
mardi gras earrings for women,50229.0,119632.0,84930.5,2,2025-01,2025-02,,True
scrolling ring for iphone,50466.0,183501.0,87733.5,8,2025-01,2025-12,2.0741136474016515,True
rings for teen girls,50698.0,143826.0,80367.0,7,2025-01,2025-12,2.137078480627236,True
jewelry making kits for adults women,51071.0,115598.0,83334.5,2,2025-01,2025-02,,True
wedding rings for him and her,51148.0,171066.0,69335.0,9,2025-01,2025-09,1.4882138647808851,True
personalized jewelry,51258.0,176957.0,114107.5,2,2025-05,2025-06,,True
prom jewelry set for women,51300.0,177686.0,99177.5,4,2025-02,2025-05,,True
puff cuff,51307.0,192469.0,127019.0,4,2025-05,2025-08,,True
summer earrings,52037.0,136936.0,90603.0,5,2025-03,2025-07,,True
green beads necklace,52208.0,99002.0,75605.0,2,2025-02,2025-03,,True
lucky charm,52394.0,152640.0,113747.0,3,2025-01,2025-03,,True
waterproof jewelry for women gold,52534.0,191091.0,71925.0,9,2025-01,2025-09,1.0081081911157976,True
aquamarine jewelry,52782.0,145819.0,99300.5,2,2025-02,2025-03,,True
pearl jewelry set for women,53109.0,179743.0,110043.0,9,2025-01,2025-09,1.2720019672668652,True
gold toe rings for women,53471.0,129028.0,87670.0,6,2025-03,2025-08,0.5780189715067409,True
grandma necklace,53515.0,137895.0,95705.0,2,2025-05,2025-12,,True
wwe wrestling ring,53657.0,193324.0,140037.5,4,2025-03,2025-12,,True
starfish earrings for women,53794.0,139721.0,96757.5,2,2025-06,2025-07,,True
graduation tassel photo charm,53972.0,54620.0,54296.0,2,2025-04,2025-05,,True
small jewelry gift box,54186.0,193118.0,135429.5,4,2025-05,2025-12,,True
ring fit adventure,54540.0,179606.0,106301.0,9,2025-01,2025-12,1.6564906370318515,True
mom jewelry,54689.0,102279.0,78484.0,2,2025-05,2025-12,,True
promise necklace for him,55055.0,172814.0,99093.0,7,2025-01,2025-12,1.8600781785415132,True
helix earrings for women,55249.0,183276.0,69919.0,9,2025-01,2025-09,1.6504108784973586,True
waist chains for women,55750.0,180269.0,74974.0,9,2025-01,2025-09,1.2050773098808034,True
son bracelet from mom,55787.0,191514.0,159468.0,4,2025-02,2025-12,,True
toe rings for women sterling silver,56400.0,130076.0,70388.0,7,2025-02,2025-08,0.7892093106695968,True
patriotic earrings,56437.0,188908.0,169788.0,3,2025-05,2025-07,,True
nipple clamps with chain necklace,56512.0,168775.0,114239.0,6,2025-01,2025-06,1.5283328,True
earrings for women sterling silver,56721.0,146497.0,117131.0,4,2025-01,2025-12,,True
valentines day earrings for women,57184.0,63671.0,60427.5,2,2025-01,2025-02,,True
bug bracelets repellent adult,57300.0,145348.0,91505.0,4,2025-05,2025-08,,True
hair charms for braids,57338.0,186968.0,134931.0,6,2025-03,2025-08,0.6335707566187341,True
gold earrings for women 14k real gold,57419.0,121459.0,69209.5,4,2025-01,2025-04,,True
girls jewelry ages 8-12,57444.0,184667.0,98985.0,3,2025-04,2025-12,,True
pavoi bracelets,57611.0,168054.0,85063.0,5,2025-01,2025-06,,True
pool rings,58153.0,197251.0,121795.0,5,2025-04,2025-08,,True
essence rings nose diffuser,59708.0,102198.0,80953.0,2,2025-03,2025-04,,True
4th of july bracelets,59764.0,59764.0,59764.0,1,2025-06,2025-06,,True
morse code necklace,60019.0,198850.0,141093.0,7,2025-03,2025-12,1.2855971352814148,True
graduation necklace class of 2025,60514.0,186698.0,123606.0,2,2025-04,2025-05,,True
graduation bracelet 2025,60830.0,157574.0,109202.0,2,2025-04,2025-05,,True
heart bracelet,60846.0,187338.0,120443.0,4,2025-01,2025-12,,True
coach jewelry,61076.0,192506.0,185764.0,6,2025-01,2025-12,0.6592943513929242,True
tire chains for cars,61222.0,151124.0,116656.5,4,2025-01,2025-12,,True
baseball earrings for women,61422.0,177497.0,87724.0,7,2025-02,2025-09,2.2536453916231225,True
heart bracelets for women,61572.0,111222.0,86397.0,2,2025-01,2025-02,,True
minecraft croc charms,61727.0,133995.0,102386.0,6,2025-03,2025-08,1.3066344914217711,True
ultrasonic jewelry cleaner timer,61810.0,61810.0,61810.0,1,2025-06,2025-06,,True
adjusters for loose rings,61943.0,91130.0,86177.0,3,2025-01,2025-03,,True
garden hoops for raised beds,62042.0,197481.0,92957.0,5,2025-02,2025-06,,True
bow ring,62094.0,189714.0,123106.0,7,2025-01,2025-12,1.5835198477013712,True
valentines day nail charms,62197.0,167004.0,114600.5,2,2025-01,2025-02,,True
flower nail charms,62390.0,161892.0,86306.0,9,2025-01,2025-09,0.8027421427648038,True
ice ring for neck,63445.0,127861.0,126879.0,3,2025-05,2025-07,,True
playpen pull up rings,63473.0,190772.0,95741.0,3,2025-02,2025-04,,True
mama necklaces for women,63556.0,195868.0,165336.0,5,2025-02,2025-12,,True
4th of july necklaces,63567.0,63567.0,63567.0,1,2025-06,2025-06,,True
40 lb bag lucky charms marshmallows only,63712.0,63712.0,63712.0,1,2025-03,2025-03,,True
coach cherry charm,63946.0,190956.0,139007.0,7,2025-01,2025-12,0.9227161222096729,True
tensor rings,64310.0,64310.0,64310.0,1,2025-02,2025-02,,True
cross bracelet for kids,64594.0,177540.0,121067.0,2,2025-03,2025-04,,True
red light up bracelets,64737.0,168924.0,145303.0,3,2025-06,2025-08,,True
patriotic earrings for women,65158.0,160527.0,112842.5,2,2025-05,2025-06,,True
heart nail charms,65597.0,108719.0,87158.0,2,2025-01,2025-02,,True
beach earrings,65741.0,159409.0,105829.0,7,2025-02,2025-08,0.7913701527614571,True
flag pole rings,65758.0,182674.0,97217.0,7,2025-02,2025-09,2.1784992075203586,True
ring bearer proposal,66191.0,177497.0,145872.0,7,2025-01,2025-07,2.1454890834479987,True
snow chains for suv,66261.0,173722.0,99536.0,5,2025-01,2025-12,,True
belly button rings for women,66579.0,66579.0,66579.0,1,2025-01,2025-01,,True
tulip rings for women,66667.0,66667.0,66667.0,1,2025-01,2025-01,,True
house of chains,67067.0,101767.0,100151.5,4,2025-03,2025-09,,True
inflatable pool ring,67168.0,67168.0,67168.0,1,2025-05,2025-05,,True
rainbow bracelet,67664.0,190704.0,176678.0,3,2025-05,2025-07,,True
gold toe ring,67664.0,172637.0,85636.0,8,2025-02,2025-09,0.7233558139170982,True
mother daughter rings,67785.0,128628.0,117104.5,4,2025-01,2025-12,,True
jewelry cleaner for all jewelry,68049.0,173499.0,127613.0,9,2025-01,2025-09,1.6416358709041636,True
gold prom earrings,68317.0,111344.0,89830.5,2,2025-03,2025-04,,True
cliganic mosquito repellent bracelet,68338.0,109042.0,91180.5,4,2025-05,2025-08,,True
gold chunky earrings for women,68884.0,149909.0,89859.0,7,2025-01,2025-07,1.4567257817517167,True
clean pod for jewelry,68938.0,68938.0,68938.0,1,2025-03,2025-03,,True
shamrock necklace,69091.0,156308.0,112699.5,2,2025-02,2025-03,,True
snow tire chains,69149.0,170601.0,115272.0,4,2025-01,2025-12,,True
graduation bracelet,69495.0,166281.0,117888.0,2,2025-04,2025-05,,True
charm necklace kit,69598.0,199368.0,129492.0,8,2025-01,2025-08,1.7890544768455494,True
bracelet with picture inside,69698.0,193752.0,126706.5,8,2025-01,2025-12,1.2598582315045324,True
bendable necklace,70220.0,172103.0,121161.5,2,2025-01,2025-02,,True
summer necklace,70342.0,145457.0,138262.0,5,2025-03,2025-07,,True
925 sterling silver bracelets for women,70408.0,148143.0,85729.0,9,2025-01,2025-12,1.2381787175175605,True
kentucky derby earrings,70666.0,70666.0,70666.0,1,2025-04,2025-04,,True
gold plated necklaces for women,71129.0,98107.0,80795.0,7,2025-01,2025-07,1.0236772077480043,True
tymo ring plus hair straightener comb,71438.0,199372.0,102425.5,4,2025-01,2025-04,,True
ballerina jewelry box for girls,71476.0,198190.0,125909.5,4,2025-01,2025-12,,True
diving rings,71559.0,180492.0,88391.0,3,2025-05,2025-07,,True
mothers day necklaces,71568.0,71568.0,71568.0,1,2025-05,2025-05,,True
necklace for girlfriend,71587.0,196956.0,174545.0,3,2025-01,2025-12,,True
graduation necklace,71925.0,71925.0,71925.0,1,2025-05,2025-05,,True
tension rings for crocheting,71933.0,181128.0,110311.0,4,2025-01,2025-04,,True
pride bracelets,71936.0,169902.0,120919.0,2,2025-05,2025-06,,True
necklace separator for layering,72300.0,165487.0,98587.0,8,2025-01,2025-08,1.6013936018097616,True
wwjd bracelets for kids,72551.0,136418.0,104484.5,2,2025-03,2025-04,,True
mosquito bracelets for adults,72573.0,159594.0,101035.5,4,2025-05,2025-08,,True
men's bracelet,72855.0,133767.0,84934.0,9,2025-01,2025-12,1.233016224362446,True
valentine nail charms,72941.0,72941.0,72941.0,1,2025-01,2025-01,,True
mustard seed necklace for women,72969.0,157691.0,99299.5,8,2025-01,2025-08,1.597591206452471,True
spinelli kilcollin ring,73016.0,193542.0,132248.0,8,2025-01,2025-08,1.822767739258365,True
chain locks for inside door,73056.0,157399.0,116865.0,9,2025-01,2025-09,0.7766786724040942,True
white earrings for women,73119.0,165206.0,100888.0,7,2025-03,2025-09,1.2055744984537309,True
african jewelry for women,73185.0,194486.0,187361.0,3,2025-01,2025-05,,True
heart charms,73539.0,194164.0,182505.0,7,2025-01,2025-09,2.006638673940587,True
break every chain,73539.0,196742.0,163891.0,9,2025-01,2025-09,1.8804015905446076,True
baseball bracelets for boys,73569.0,141066.0,117042.5,4,2025-03,2025-06,,True
fourth of july earrings for women,73693.0,73693.0,73693.0,1,2025-06,2025-06,,True
necklace fan,73779.0,170509.0,116061.5,4,2025-05,2025-08,,True
ice neck ring,74074.0,105655.0,89864.5,2,2025-06,2025-07,,True
girls necklaces ages 8 12,74418.0,185888.0,125929.0,3,2025-04,2025-12,,True
phiten necklace,74498.0,190665.0,132581.5,2,2025-03,2025-04,,True
dainty silver necklace for women,74645.0,193803.0,130160.0,9,2025-01,2025-09,0.9736433793388486,True
heart rings for women,74928.0,191075.0,179716.5,6,2025-01,2025-12,2.014352832399772,True
bogg bag accessories charm,75007.0,151287.0,102430.0,8,2025-01,2025-08,0.7505348392253106,True
pandora charms mothers day,75589.0,75589.0,75589.0,1,2025-05,2025-05,,True
napkin rings set of 6,75641.0,192919.0,176853.0,7,2025-01,2025-12,0.6588975024455339,True
italian charm bracelet charms,75664.0,179988.0,127916.0,9,2025-01,2025-12,1.0910931667927106,True
little girls jewelry,76306.0,185888.0,118097.0,3,2025-04,2025-12,,True
silver rings for women non tarnish,76727.0,133610.0,98101.5,8,2025-01,2025-08,1.4693786964502082,True
black onyx bracelet,76821.0,190802.0,133811.5,2,2025-03,2025-12,,True
silicone rings women wedding bands,77062.0,162704.0,119883.0,2,2025-01,2025-02,,True
jewelry for girls 8-12,77174.0,193190.0,169044.0,4,2025-03,2025-12,,True
ultrasonic jewelry cleaner machine,77221.0,77221.0,77221.0,1,2025-06,2025-06,,True
tik tok scrolling ring,77445.0,179038.0,111209.0,8,2025-01,2025-12,1.9981958516536036,True
neck ice ring,77968.0,199787.0,113589.0,3,2025-05,2025-07,,True
peridot earrings,78008.0,193130.0,153939.0,5,2025-04,2025-12,,True
baublebar bracelets,78213.0,174457.0,140558.0,4,2025-05,2025-12,,True
hook and ring game,79055.0,167703.0,147316.0,6,2025-01,2025-12,0.8101798434834956,True
prom necklace,79152.0,160734.0,119943.0,2,2025-04,2025-05,,True
vibrating cock rings,79289.0,199221.0,148307.5,4,2025-02,2025-08,,True
40 pound bag of lucky charms marshmallows,79451.0,79451.0,79451.0,1,2025-03,2025-03,,True
bead bracelet kit,79487.0,185454.0,96026.0,8,2025-01,2025-08,1.9089294801693428,True
baseball necklace for boys 8-12,79585.0,127082.0,111216.0,4,2025-03,2025-06,,True
gold ankle bracelets for women,79609.0,192190.0,119331.0,7,2025-03,2025-09,1.1397960295313037,True
pokemon croc charms,79722.0,155875.0,105705.0,8,2025-02,2025-12,1.3054202885359305,True
bluey croc charms,79783.0,170095.0,140613.0,8,2025-01,2025-08,1.2160208481990507,True
gold jewelry for prom,80006.0,165533.0,122769.5,2,2025-04,2025-05,,True
sonic rings,80037.0,196472.0,134637.0,6,2025-01,2025-10,1.957361282893334,True
tymo ring,80152.0,196914.0,152177.5,6,2025-01,2025-12,1.0787856020763609,True
huggie hoop earrings for women,80458.0,111697.0,92653.0,8,2025-01,2025-08,1.2264250994255412,True
ysl bracelet for women,80643.0,121430.0,83954.0,3,2025-01,2025-03,,True
valentines day jewelry,80860.0,118172.0,99516.0,2,2025-01,2025-02,,True
red white and blue earrings,80980.0,80980.0,80980.0,1,2025-06,2025-06,,True
silver jewelry for prom,80994.0,142701.0,111847.5,2,2025-04,2025-05,,True
precision rings,81053.0,176728.0,98374.0,6,2025-03,2025-08,1.3899916387002187,True
james avery charms,81119.0,192151.0,169713.0,5,2025-01,2025-12,,True
valentines bracelets,81211.0,119693.0,100452.0,2,2025-01,2025-02,,True
morse code bracelets,81218.0,184231.0,172036.0,6,2025-01,2025-12,0.9705735803671144,True
tulip ring,81364.0,81364.0,81364.0,1,2025-01,2025-01,,True
grandma bracelet,81527.0,110576.0,96051.5,2,2025-05,2025-12,,True
plus size anklets for women big ankles,81938.0,173918.0,106441.0,6,2025-03,2025-08,0.7745706759715381,True
prom jewelry gold,81960.0,186572.0,174554.0,3,2025-03,2025-05,,True
"instastrike extreme 28,000,000 suptruck knuckle stun ring",82019.0,182505.0,159166.0,3,2025-04,2025-06,,True
in ground basketball hoops outdoor,82020.0,143957.0,105168.0,3,2025-03,2025-05,,True
pandora charms gold,82057.0,190972.0,166356.0,6,2025-01,2025-12,0.7483624044512581,True
pavoi stackable rings,82131.0,188262.0,156760.5,6,2025-01,2025-06,1.1583735485353557,True
four leaf clover necklace,82311.0,165638.0,145966.0,9,2025-01,2025-09,1.5640554325858917,True
pearl hoop earrings for women,82524.0,170849.0,108606.5,6,2025-01,2025-06,0.9093298407229,True
baseball chain,82887.0,195098.0,114970.0,6,2025-02,2025-07,1.1916789782204642,True
jewelry for mom,83009.0,175970.0,129489.5,2,2025-05,2025-12,,True
dainty earrings for women,83333.0,165372.0,101049.0,8,2025-01,2025-08,1.310846810316375,True
jewelry cleaner ultrasonic,83355.0,171145.0,134033.0,3,2025-03,2025-12,,True
dior ring,83496.0,152930.0,131421.0,3,2025-01,2025-03,,True
amethyst jewelry,83888.0,83888.0,83888.0,1,2025-02,2025-02,,True
toe rings for women gold,84454.0,167618.0,130662.5,8,2025-01,2025-08,0.6875343044786666,True
wwe ring playset,84500.0,196914.0,179373.5,6,2025-02,2025-12,0.6264426368247705,True
key rings heavy duty,84543.0,184984.0,122771.5,6,2025-01,2025-06,1.9852917476927705,True
apple watch bracelet bands for women,84655.0,165837.0,106810.0,9,2025-01,2025-09,0.9458960147796253,True
boys cross necklace ages 8-12,84760.0,174179.0,110267.0,4,2025-03,2025-12,,True
waterproof anklets for women,85119.0,162065.0,120640.0,4,2025-04,2025-07,,True
chain link fence privacy slats,85374.0,170382.0,105289.0,5,2025-03,2025-07,,True
i am second bracelet,85388.0,152631.0,124329.5,6,2025-01,2025-09,0.8233253287912211,True
just breathe rings for women,85658.0,179649.0,121340.0,7,2025-02,2025-09,0.817265534860722,True
pavoi necklaces,85663.0,95439.0,91389.0,3,2025-01,2025-03,,True
butterfly nail charms,85847.0,174552.0,133214.0,8,2025-01,2025-08,1.1442773677955609,True
pretty rings and broken things,86289.0,172127.0,120152.5,4,2025-01,2025-04,,True
heart hoop earrings,86371.0,106418.0,96394.5,2,2025-01,2025-02,,True
ruby necklaces for women,86554.0,185776.0,158638.5,6,2025-01,2025-12,0.8944223706277312,True
4th of july jewelry for women,86862.0,86862.0,86862.0,1,2025-06,2025-06,,True
birthstone earrings,87064.0,194612.0,165680.0,5,2025-01,2025-12,,True
beach necklaces for women,87110.0,169650.0,114859.0,5,2025-03,2025-07,,True
chain necklace woman,87149.0,198685.0,105616.0,8,2025-01,2025-08,1.5127773973982037,True
womens jewelry clearance sale,87153.0,180390.0,155232.0,6,2025-01,2025-12,1.188432474972822,True
gold clip on earrings for women,87172.0,148422.0,124319.0,9,2025-01,2025-09,1.1106607856191744,True
candle rings,87351.0,177787.0,148282.0,5,2025-01,2025-12,,True
sterling silver toe rings for women,87751.0,192476.0,121786.0,6,2025-03,2025-08,0.753931678092056,True
pavoi rings for women,87934.0,166681.0,123540.0,3,2025-01,2025-03,,True
bubble necklace letter,88348.0,184079.0,105382.5,8,2025-01,2025-12,1.7368004074472299,True
bug bracelets repellent kids,88602.0,182650.0,118454.0,3,2025-05,2025-07,,True
ankle bracelets for women waterproof,88716.0,151603.0,104840.0,4,2025-04,2025-07,,True
clover necklaces for women,88951.0,161179.0,100335.0,9,2025-01,2025-09,1.3075782051672813,True
summer bracelets,89041.0,137593.0,112495.0,4,2025-03,2025-06,,True
string bracelets,89041.0,170604.0,114543.0,9,2025-01,2025-09,1.068773828557373,True
moss agate rings for women,89076.0,181860.0,121484.0,8,2025-01,2025-08,0.9431297382125374,True
gold pandora charms,89083.0,193951.0,163427.5,8,2025-01,2025-12,1.072913958104757,True
men jewelry box,89299.0,195696.0,183181.0,5,2025-01,2025-12,,True
emerald necklaces for women,89437.0,158284.0,114256.0,6,2025-01,2025-12,0.8708092485549133,True
chain gang all stars,89438.0,173665.0,151265.0,6,2025-01,2025-12,1.4674700256428026,True
casio ring watch,89830.0,89830.0,89830.0,1,2025-01,2025-01,,True
softball necklace,89983.0,198159.0,137841.0,6,2025-02,2025-12,1.14623702792548,True
stun ring,90251.0,169052.0,139032.0,3,2025-01,2025-03,,True
bunny earrings,90354.0,143922.0,117138.0,2,2025-03,2025-04,,True
gold plated bracelets for women,90515.0,177380.0,103914.0,9,2025-01,2025-09,1.0046768521992548,True
hair jewelry for women braids,90540.0,157399.0,131215.0,7,2025-02,2025-08,0.6936729162110398,True
cape cod bracelet,90675.0,172899.0,102413.0,4,2025-06,2025-12,,True
ring sizer for women,90799.0,113390.0,102094.5,2,2025-01,2025-02,,True
cinco de mayo earrings for women,91463.0,91463.0,91463.0,1,2025-04,2025-04,,True
fish necklace,91608.0,134918.0,123801.0,3,2025-06,2025-08,,True
to my son bracelet from dad,91774.0,199681.0,130932.0,3,2025-02,2025-12,,True
march birthstone jewelry,91824.0,91824.0,91824.0,1,2025-03,2025-03,,True
garnet jewelry,92055.0,185776.0,138915.5,2,2025-01,2025-12,,True
wine charms for stem glasses,92246.0,195055.0,130568.0,3,2025-01,2025-12,,True
mardi gras beads necklaces,92375.0,92375.0,92375.0,1,2025-02,2025-02,,True
sterling silver anklet,92384.0,186877.0,119746.0,7,2025-03,2025-09,1.191062749486413,True
magsafe ring magnet,92484.0,181302.0,120338.5,8,2025-01,2025-08,1.3460793763167547,True
ankle bracelets,92585.0,156943.0,129095.0,7,2025-03,2025-09,1.0763081451644139,True
sunflower necklaces for women,92798.0,191923.0,151965.0,3,2025-02,2025-05,,True
pride earrings for women,92819.0,92819.0,92819.0,1,2025-06,2025-06,,True
junk case charms kit with glue,92872.0,184615.0,119643.0,5,2025-01,2025-06,,True
carnelian ring,92982.0,167608.0,119189.0,3,2025-01,2025-03,,True
small silver hoop earrings for women,93374.0,163675.0,99706.0,9,2025-01,2025-09,0.9410355987055016,True
pearl earrings for women dangling,93415.0,184984.0,120650.0,5,2025-02,2025-06,,True
mom bracelets for women,93536.0,156700.0,125118.0,2,2025-05,2025-12,,True
mini jewelry box,93630.0,187604.0,144065.0,8,2025-01,2025-12,1.3745974855094782,True
eagles superbowl ring,93783.0,155661.0,124722.0,2,2025-02,2025-07,,True
birthday bracelets for classroom,93814.0,185249.0,109797.0,3,2025-06,2025-08,,True
faux nose ring,93907.0,169506.0,129463.0,6,2025-01,2025-07,1.3137605697986463,True
horse necklace,93973.0,195691.0,145219.0,3,2025-04,2025-12,,True
pandora earrings for women,94005.0,174050.0,124713.0,7,2025-01,2025-12,0.9403430275913497,True
pearl choker necklaces for women,94022.0,164541.0,125733.0,9,2025-01,2025-09,1.049628975686574,True
mothers day jewelry for mom,94225.0,94225.0,94225.0,1,2025-05,2025-05,,True
o block chain,94253.0,148013.0,122483.0,3,2025-04,2025-06,,True
sneaker charms,94663.0,199809.0,169662.0,4,2025-02,2025-09,,True
