term,best_rank,worst_rank,median_rank,months_present,first_month,last_month,trend_ratio,is_category,seeds,themes
best friend,42410.0,116431.0,89088.0,12,2025-01,2025-12,0.9430882484560995,False,best friend*,关系联结
first communion dress,42552.0,197899.0,141056.0,5,2025-01,2025-05,,False,communion,身份仪式
mermaid makeup,42568.0,198036.0,129813.0,3,2025-07,2025-10,,False,mermaid,风格审美
urns for human ashes adult female,42602.0,101708.0,57810.5,12,2025-01,2025-12,1.9101140488412551,False,ashes,纪念哀悼
y2k skirt,42638.0,110612.0,52905.5,12,2025-01,2025-12,1.1910388017302602,False,y2k,风格审美
belly button piercing kit,42653.0,89504.0,60841.5,12,2025-01,2025-12,1.792505811678597,False,belly button,身体珠宝穿孔
finding faith,42782.0,186659.0,145842.0,3,2025-08,2025-10,,False,faith,信仰精神
little mermaid,42895.0,77363.0,56039.5,12,2025-01,2025-12,1.4011589889287244,False,mermaid,风格审美
military costume women,42901.0,42901.0,42901.0,1,2025-10,2025-10,,False,military,军警职业
thermacell mosquito repellent,42968.0,189070.0,61721.0,7,2025-04,2025-10,2.047080441724796,False,mosquito repellent,功能康复珠宝
prayer rug,43158.0,171753.0,158575.0,12,2025-01,2025-12,2.665308798052161,False,prayer,信仰精神
bogg bag divider,43210.0,171737.0,134246.0,7,2025-01,2025-08,0.28931219717056234,False,bogg bag,charm潮流
initial makeup bag,43304.0,191864.0,171928.0,12,2025-01,2025-12,0.4669399865448419,False,initial,个性化定制
saint patricks day,43306.0,99220.0,71263.0,2,2025-02,2025-03,,False,saint,信仰精神
happy retirement decorations,43324.0,114573.0,78569.0,12,2025-01,2025-12,1.4554969255592864,False,retirement,成就节点
nurse watch,43441.0,130185.0,79660.5,12,2025-01,2025-12,1.3870093853916572,False,nurse,军警职业
goth swimsuit,44269.0,177540.0,86491.0,6,2025-02,2025-07,0.5890371582403733,False,goth,风格审美
nurse clipboard,44468.0,104967.0,67987.5,12,2025-01,2025-12,1.194323178026007,False,nurse,军警职业
mosquito repellent patches,44577.0,129802.0,68918.5,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
childhood cancer awareness shirts,44587.0,44587.0,44587.0,1,2025-09,2025-09,,False,awareness,疾病康复
first communion card,44655.0,45579.0,45117.0,2,2025-04,2025-05,,False,communion,身份仪式
the engagement plot,44683.0,169869.0,128215.5,8,2025-01,2025-10,1.9373729713332322,False,engagement,承诺誓约
bogg bag xl,45172.0,170195.0,90111.0,5,2025-04,2025-08,,False,bogg bag,charm潮流
mermaid dress,45311.0,157670.0,62094.0,12,2025-01,2025-12,3.0244558832952433,False,mermaid,风格审美
mental health stickers,45340.0,119860.0,58295.0,12,2025-01,2025-12,1.6051618661559344,False,mental health,心理健康
y2k beanie,45410.0,187529.0,105991.0,11,2025-01,2025-12,1.3204721320828727,False,y2k,风格审美
fantasy football belt,45584.0,156841.0,126025.0,4,2025-01,2025-12,,False,fantasy football,运动兴趣
police officer costume women sexy,46114.0,46114.0,46114.0,1,2025-10,2025-10,,False,police officer,军警职业
nurse bags for work,46128.0,85683.0,58359.5,12,2025-01,2025-12,1.5371183717193357,False,nurse,军警职业
will the pigeon graduate,46157.0,168775.0,76211.5,4,2025-03,2025-06,,False,graduate,成就节点
y2k glasses,46401.0,114079.0,68006.0,12,2025-01,2025-12,1.4703606356152688,False,y2k,风格审美
y2k room decor,46582.0,68112.0,54118.5,12,2025-01,2025-12,1.2205410178198748,False,y2k,风格审美
thunder vest for dogs anxiety,46616.0,188923.0,118197.0,4,2025-04,2025-07,,False,anxiety,心理健康
matching couples stuff,46927.0,171434.0,134793.0,12,2025-01,2025-12,1.6619292796051233,False,matching couple*,关系联结
nurse dress,47081.0,142780.0,94930.5,2,2025-09,2025-10,,False,nurse,军警职业
faith,47401.0,98936.0,62054.5,12,2025-01,2025-12,1.7081086124848373,False,faith,信仰精神
military surplus,47473.0,106132.0,71638.5,12,2025-01,2025-12,0.788712709046219,False,military,军警职业
anxiety relief,47507.0,87809.0,66356.0,12,2025-01,2025-12,1.661911755829628,False,anxiety,心理健康
breast cancer awareness pins,47803.0,92510.0,70156.5,2,2025-09,2025-10,,False,awareness,疾病康复
recovery slides,48076.0,122171.0,84044.0,11,2025-02,2025-12,2.115221214456498,False,recovery,戒断康复
goth skirt,48095.0,117825.0,88944.5,12,2025-01,2025-12,1.1336029938368117,False,goth,风格审美
shirts y2k,48312.0,127540.0,109867.0,8,2025-05,2025-12,1.0186580000362115,False,y2k,风格审美
military watch,48373.0,91034.0,65317.0,12,2025-01,2025-12,0.7328841758358582,False,military,军警职业
little mermaid party decorations,48419.0,187655.0,57100.0,11,2025-01,2025-11,2.06673794885503,False,mermaid,风格审美
mermaid prom dress,49081.0,117479.0,90520.0,5,2025-01,2025-05,,False,mermaid,风格审美
y2k backpack,49101.0,146902.0,55636.0,3,2025-06,2025-08,,False,y2k,风格审美
outdoor mosquito repellent,49251.0,143263.0,79883.0,7,2025-04,2025-10,1.0205675800858756,False,mosquito repellent,功能康复珠宝
belts y2k,49339.0,150124.0,122859.0,12,2025-01,2025-12,0.8695442326900259,False,y2k,风格审美
king of ashes s.a. cosby,49341.0,198190.0,106839.0,6,2025-05,2025-12,1.6786770187932232,False,ashes,纪念哀悼
dog surgery recovery suit,49515.0,193492.0,82156.0,6,2025-01,2025-12,0.2846931493147067,False,recovery,戒断康复
first communion cake topper,49588.0,73461.0,61524.5,2,2025-04,2025-05,,False,communion,身份仪式
anxiety relief for dogs,49602.0,121653.0,79268.0,12,2025-01,2025-12,1.2632322360419037,False,anxiety,心理健康
y2k shirt,49833.0,78635.0,65466.0,12,2025-01,2025-12,1.0919198991737853,False,y2k,风格审美
bible verse stickers,50081.0,89159.0,70789.0,12,2025-01,2025-12,1.0859245759147624,False,bible verse,宗教扩展
military,50095.0,83745.0,66767.5,12,2025-01,2025-12,1.3091113654439293,False,military,军警职业
perfect divorce,50313.0,197547.0,133545.0,5,2025-04,2025-08,,False,divorce*,人生重启
duo costumes for best friends girls,50459.0,108119.0,79289.0,2,2025-09,2025-10,,False,best friend*,关系联结
mermaid party decorations,50564.0,195845.0,80024.0,11,2025-01,2025-11,1.5443866839948015,False,mermaid,风格审美
mermaid tails for girls,50667.0,154845.0,77887.5,12,2025-01,2025-12,1.4236303265080243,False,mermaid,风格审美
yves saint laurent perfume for women,50744.0,115560.0,94235.0,12,2025-01,2025-12,0.7754320869185085,False,saint,信仰精神
congratulations graduate banner,51019.0,110502.0,80760.5,2,2025-05,2025-06,,False,graduate,成就节点
mastectomy recovery supplies,51066.0,89523.0,70338.5,12,2025-01,2025-12,0.9652835767772318,False,recovery,戒断康复
mexican gothic,51168.0,126627.0,108421.5,12,2025-01,2025-12,1.0455698070060582,False,gothic,风格审美
first communion banner kit,51366.0,151936.0,67899.0,3,2025-02,2025-04,,False,communion,身份仪式
weighted highland cow for anxiety,51524.0,115551.0,82102.5,4,2025-09,2025-12,,False,anxiety,心理健康
divorced siestas,51539.0,137389.0,94464.0,2,2025-06,2025-07,,False,divorce*,人生重启
nurse halloween costume,52073.0,175016.0,113544.5,2,2025-09,2025-10,,False,nurse,军警职业
friendship movie,52142.0,150773.0,100753.5,4,2025-06,2025-09,,False,friendship,关系联结
long distance walkie talkies,52282.0,126634.0,101389.5,12,2025-01,2025-12,1.0943643935562324,False,long distance,关系联结
awareness anthony de mello,52340.0,129623.0,102253.5,4,2025-05,2025-12,,False,awareness,疾病康复
initial keychain,52488.0,137903.0,102274.5,12,2025-01,2025-12,0.8592630592064531,False,initial,个性化定制
cancer awareness shirts,52666.0,123758.0,88212.0,2,2025-09,2025-10,,False,awareness,疾病康复
communion,52859.0,117171.0,78115.5,12,2025-01,2025-12,1.6858282106662237,False,communion,身份仪式
sympathy card,53338.0,91890.0,66454.0,12,2025-01,2025-12,1.4347462306932848,False,sympathy,纪念哀悼
engagement dress,53395.0,164234.0,140297.0,12,2025-01,2025-12,0.7566443968394221,False,engagement,承诺誓约
goth christmas decor,53482.0,53482.0,53482.0,1,2025-11,2025-11,,False,goth,风格审美
calm carry anxiety device,53567.0,198036.0,135873.0,11,2025-01,2025-12,0.728320014070418,False,anxiety,心理健康
nurse sweatshirt,53589.0,193951.0,105487.5,12,2025-01,2025-12,0.48690754246309803,False,nurse,军警职业
military toys,53657.0,167599.0,137256.5,12,2025-01,2025-12,0.35098409073986747,False,military,军警职业
bogg bag topper tray,53988.0,96875.0,82761.0,3,2025-05,2025-07,,False,bogg bag,charm潮流
mermaid skirt women,54415.0,132889.0,93652.0,2,2025-09,2025-10,,False,mermaid,风格审美
baptism outfits for boys,54554.0,124201.0,60997.0,12,2025-01,2025-12,1.906742841503883,False,baptism,身份仪式
small bogg bag,54566.0,184149.0,123328.0,12,2025-01,2025-12,1.029798080252234,False,bogg bag,charm潮流
fake belly button piercing for women swarovski,55069.0,194068.0,114313.0,3,2025-01,2025-07,,False,belly button,身体珠宝穿孔
confirmation decorations,55131.0,178799.0,73060.0,4,2025-02,2025-05,,False,confirmation,身份仪式
dog urns for ashes,55279.0,140633.0,76758.0,12,2025-01,2025-12,2.287736725626341,False,ashes,纪念哀悼
cat recovery suit,55407.0,130349.0,72486.5,12,2025-01,2025-12,1.2971667686607895,False,recovery,戒断康复
baptism dresses for baby girls,55412.0,175913.0,72608.0,12,2025-01,2025-12,2.8551218142245314,False,baptism,身份仪式
friendship lamp,55570.0,169370.0,121640.5,4,2025-01,2025-12,,False,friendship,关系联结
shamrock,55689.0,61187.0,58438.0,2,2025-02,2025-03,,False,shamrock,宗教扩展
bitty bogg bag,55896.0,150316.0,78806.0,12,2025-01,2025-12,0.9378713705973325,False,bogg bag,charm潮流
suicide prevention awareness,56067.0,122397.0,89232.0,2,2025-08,2025-09,,False,awareness,疾病康复
dog recovery suit female,56293.0,108001.0,77016.0,12,2025-01,2025-12,1.8260028055471704,False,recovery,戒断康复
toddler police officer costume,56403.0,110215.0,83309.0,2,2025-09,2025-10,,False,police officer,军警职业
belly button patch,56617.0,120248.0,90404.0,7,2025-01,2025-07,1.5373536622988617,False,belly button,身体珠宝穿孔
mermaid wedding dresses for bride,56722.0,175007.0,99605.0,11,2025-01,2025-11,1.1828860681234181,False,mermaid,风格审美
first communion,57353.0,176701.0,118303.0,3,2025-03,2025-05,,False,communion,身份仪式
military vest,57467.0,180314.0,157885.0,11,2025-01,2025-11,0.718184642434578,False,military,军警职业
compression socks for women nurse-approved,57822.0,192907.0,125364.5,2,2025-08,2025-09,,False,nurse,军警职业
nurse babe shoes,57879.0,102357.0,96364.0,4,2025-01,2025-04,,False,nurse,军警职业
firefighter pants,57908.0,57908.0,57908.0,1,2025-10,2025-10,,False,firefighter,军警职业
medium bogg bag,57939.0,185010.0,113060.0,9,2025-03,2025-12,1.6284362285512117,False,bogg bag,charm潮流
an ember in the ashes,58084.0,106318.0,70615.0,12,2025-01,2025-12,1.6406875363281574,False,ashes,纪念哀悼
prayer cards,58171.0,88695.0,65926.0,12,2025-01,2025-12,0.9533031344054966,False,prayer,信仰精神
legacy of ashes,58342.0,58342.0,58342.0,1,2025-07,2025-07,,False,ashes,纪念哀悼
recovery slides men,58393.0,198343.0,122959.0,11,2025-01,2025-12,0.7651500347403162,False,recovery,戒断康复
matching couples swimsuits,58503.0,108290.0,104648.0,5,2025-03,2025-07,,False,matching couple*,关系联结
nurse halloween shirts,58790.0,181979.0,120384.5,2,2025-09,2025-10,,False,nurse,军警职业
saint maud,58828.0,188008.0,105232.5,10,2025-01,2025-11,1.4739292067448524,False,saint,信仰精神
mosquito repellent wipes,58844.0,152475.0,116870.0,7,2025-03,2025-09,0.8991383289736883,False,mosquito repellent,功能康复珠宝
i dont have enough faith to be an atheist,58921.0,148212.0,129440.0,4,2025-09,2025-12,,False,faith,信仰精神
beyond anxiety,59048.0,59048.0,59048.0,1,2025-01,2025-01,,False,anxiety,心理健康
y2k jacket,59092.0,157437.0,99980.0,12,2025-01,2025-12,0.6060439295196718,False,y2k,风格审美
recuerdos para 15 a?os quincea?eras,59187.0,73725.0,67076.0,4,2025-01,2025-07,,False,quincea*,身份仪式
baby mosquito repellent,59396.0,196630.0,107257.0,7,2025-03,2025-09,1.28202355091043,False,mosquito repellent,功能康复珠宝
nurse sweatshirts for women,59407.0,196307.0,140817.0,9,2025-01,2025-12,1.6942836860659585,False,nurse,军警职业
communion dress,59463.0,191732.0,83363.0,4,2025-01,2025-04,,False,communion,身份仪式
weighted blanket for anxiety,59487.0,111302.0,67254.0,5,2025-08,2025-12,,False,anxiety,心理健康
autism awareness shirt kids,59576.0,80514.0,70045.0,2,2025-03,2025-04,,False,awareness,疾病康复
y2k swimsuit,59645.0,173722.0,105208.0,5,2025-03,2025-07,,False,y2k,风格审美
nurse christmas shirt,59826.0,114342.0,87084.0,2,2025-11,2025-12,,False,nurse,军警职业
sexy firefighter costumes for women,59905.0,59905.0,59905.0,1,2025-10,2025-10,,False,firefighter,军警职业
firefighter hat adult,60130.0,60130.0,60130.0,1,2025-10,2025-10,,False,firefighter,军警职业
anxiety clean,60220.0,145148.0,69931.0,3,2025-03,2025-05,,False,anxiety,心理健康
calming chews for dogs anxiety,60439.0,192469.0,142473.0,4,2025-05,2025-08,,False,anxiety,心理健康
nurse badge,60471.0,86473.0,72242.0,12,2025-01,2025-12,1.1641485872682613,False,nurse,军警职业
halloween nurse shirt,60570.0,103994.0,82282.0,2,2025-09,2025-10,,False,nurse,军警职业
confirmation card,60610.0,138546.0,63412.0,3,2025-03,2025-05,,False,confirmation,身份仪式
y2k bikini,60940.0,192053.0,110998.5,6,2025-02,2025-07,0.6378581011759135,False,y2k,风格审美
bogg bag medium,61058.0,179511.0,94866.5,10,2025-03,2025-12,0.7954100573742828,False,bogg bag,charm潮流
fantasy football draft board,61147.0,61147.0,61147.0,1,2025-08,2025-08,,False,fantasy football,运动兴趣
get lost in prayer before you start overthinking,61203.0,61203.0,61203.0,1,2025-03,2025-03,,False,prayer,信仰精神
mermaid balloons,61353.0,159006.0,94127.0,10,2025-01,2025-10,0.7989431901070381,False,mermaid,风格审美
gothic tops for women,61408.0,184334.0,114908.0,11,2025-01,2025-11,0.5051480051480052,False,gothic,风格审美
mens firefighter costume,61694.0,61694.0,61694.0,1,2025-10,2025-10,,False,firefighter,军警职业
divorce insurance,61903.0,110323.0,86113.0,2,2025-03,2025-04,,False,divorce*,人生重启
happy retirement banner,61923.0,185008.0,131465.5,12,2025-01,2025-12,1.3021270620232956,False,retirement,成就节点
firefly recovery device,61987.0,186446.0,110890.5,10,2025-03,2025-12,1.8492977632458942,False,recovery,戒断康复
firefighter swipe tool,61987.0,164864.0,113425.5,2,2025-08,2025-09,,False,firefighter,军警职业
toddler mermaid costume,62386.0,93530.0,77958.0,2,2025-09,2025-10,,False,mermaid,风格审美
deviated septum corrector,62535.0,197668.0,159577.0,12,2025-01,2025-12,2.926624396314183,False,septum,身体珠宝穿孔
catholic prayer book,62561.0,110041.0,86638.5,12,2025-01,2025-12,0.9826877967847131,False,prayer,信仰精神
weighted stuffed animals for anxiety,62621.0,197481.0,92872.0,7,2025-02,2025-12,0.37330106742690444,False,anxiety,心理健康
gothic corset,62834.0,141140.0,101987.0,2,2025-09,2025-10,,False,gothic,风格审美
mermaid net skirt,62859.0,62859.0,62859.0,1,2025-10,2025-10,,False,mermaid,风格审美
c section recovery,63158.0,118520.0,110398.0,12,2025-01,2025-12,0.7892090730847409,False,recovery,戒断康复
mermaid dress women,63222.0,118893.0,79371.0,10,2025-01,2025-10,0.796828067978358,False,mermaid,风格审美
dog tags military,63262.0,174227.0,150867.0,9,2025-02,2025-10,0.8910725568660489,False,military,军警职业
mental health shirt,63358.0,131903.0,89501.0,9,2025-02,2025-10,0.7385727533770572,False,mental health,心理健康
little mermaid toys,63457.0,115128.0,83274.0,12,2025-01,2025-12,0.6645100540671891,False,mermaid,风格审美
father son matching shirts,63790.0,108858.0,86324.0,2,2025-05,2025-06,,False,father son,关系联结
nurse scissors,63982.0,100098.0,70557.5,12,2025-01,2025-12,1.3936003547147502,False,nurse,军警职业
cac reader military,64039.0,94387.0,71404.5,12,2025-01,2025-12,1.4186949608610568,False,military,军警职业
retirement banner,64199.0,186012.0,123810.5,12,2025-01,2025-12,1.1864095869317801,False,retirement,成就节点
tummy tuck recovery must haves,64215.0,118575.0,83360.0,12,2025-01,2025-12,1.4795677588888294,False,recovery,戒断康复
firefighter tools,64298.0,133681.0,95773.0,12,2025-01,2025-12,1.186265560165975,False,firefighter,军警职业
kinetic recovery rope,64653.0,172814.0,122947.5,12,2025-01,2025-12,0.9273491444010807,False,recovery,戒断康复
covered and armed prayer book,64999.0,116791.0,66311.0,3,2025-08,2025-10,,False,prayer,信仰精神
y2k shoes,65061.0,125619.0,92533.0,12,2025-01,2025-12,0.8534970876416671,False,y2k,风格审美
off mosquito repellent spray,65064.0,126203.0,89909.0,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
military costume for kids,65068.0,171312.0,118190.0,2,2025-09,2025-10,,False,military,军警职业
anxiety and stress relief supplements,65178.0,99724.0,87243.0,5,2025-08,2025-12,,False,anxiety,心理健康
prayer bowl,65232.0,136662.0,100947.0,2,2025-11,2025-12,,False,prayer,信仰精神
y2k stickers,65354.0,110079.0,79556.0,12,2025-01,2025-12,1.1714219676930584,False,y2k,风格审美
little mermaid pool toy,65415.0,65415.0,65415.0,1,2025-04,2025-04,,False,mermaid,风格审美
vestido de 15 años quinceañera,66034.0,153139.0,84317.0,7,2025-04,2025-11,1.2827936673398919,False,quincea*,身份仪式
dog recovery suit,66128.0,105669.0,88783.5,12,2025-01,2025-12,0.9578766314795454,False,recovery,戒断康复
vestido de 15 a?os quincea?era,66139.0,78205.0,74897.5,4,2025-01,2025-07,,False,quincea*,身份仪式
retirement card for woman,66149.0,165317.0,124054.5,12,2025-01,2025-12,1.2722997256572968,False,retirement,成就节点
nurse jacket,66285.0,116530.0,88353.0,12,2025-01,2025-12,1.2669245896582306,False,nurse,军警职业
initial ornaments,66439.0,96119.0,81279.0,2,2025-11,2025-12,,False,initial,个性化定制
four leaf clover,66577.0,129004.0,97790.5,2,2025-02,2025-03,,False,four leaf clover,宗教扩展
starscope monocular military grade,66853.0,162590.0,113358.0,10,2025-02,2025-12,0.7676112230391515,False,military,军警职业
mosquito repellent candle,66977.0,190729.0,98822.0,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
baby bogg bag,67072.0,163568.0,105894.0,11,2025-01,2025-12,1.0943585094528492,False,bogg bag,charm潮流
five year engagement,67238.0,91664.0,79451.0,2,2025-02,2025-03,,False,engagement,承诺誓约
shamrock lights,67477.0,67477.0,67477.0,1,2025-02,2025-02,,False,shamrock,宗教扩展
a carpenters prayer,67600.0,114307.0,90953.5,2,2025-03,2025-04,,False,prayer,信仰精神
septum stretching kit,68017.0,101385.0,78553.5,12,2025-01,2025-12,1.2739653392124577,False,septum,身体珠宝穿孔
little mermaid backpack,68099.0,68450.0,68274.5,2,2025-07,2025-08,,False,mermaid,风格审美
crocs mellow recovery slide,68157.0,198048.0,111291.0,11,2025-01,2025-12,1.2341666113116194,False,recovery,戒断康复
broken saint,68183.0,68183.0,68183.0,1,2025-01,2025-01,,False,saint,信仰精神
shamrock pillow,68379.0,68379.0,68379.0,1,2025-02,2025-02,,False,shamrock,宗教扩展
kids mosquito repellent,68875.0,197958.0,106076.5,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
nurse ornament,68996.0,113273.0,91134.5,2,2025-11,2025-12,,False,nurse,军警职业
mosquito repellent for dogs,69136.0,158850.0,109633.0,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
nurse costume accessories,69287.0,69287.0,69287.0,1,2025-10,2025-10,,False,nurse,军警职业
cremation urns for human ashes,69573.0,171631.0,83447.0,11,2025-01,2025-11,2.0056849913364743,False,ashes;cremation,纪念哀悼
recuerdos para 15 años quinceañeras,69628.0,141350.0,74833.0,7,2025-04,2025-11,1.3717496945068062,False,quincea*,身份仪式
military jackets for men,69779.0,189778.0,112350.0,8,2025-01,2025-12,1.0710422480993167,False,military,军警职业
my best friends are balls,69857.0,69857.0,69857.0,1,2025-03,2025-03,,False,best friend*,关系联结
her saint harmony west,70061.0,70061.0,70061.0,1,2025-04,2025-04,,False,saint,信仰精神
large bogg bag,70093.0,188851.0,119310.5,6,2025-03,2025-08,0.5906051900092655,False,bogg bag,charm潮流
best friend birthday card,70451.0,149537.0,103819.0,11,2025-01,2025-11,1.005914139030428,False,best friend*,关系联结
fake belly button piercing,70732.0,185894.0,96240.0,11,2025-01,2025-12,1.0915358133979696,False,belly button,身体珠宝穿孔
cremation urns,70789.0,182317.0,117312.0,10,2025-03,2025-12,0.6393321028754765,False,cremation,纪念哀悼
the great divorce cs lewis,70877.0,181107.0,131236.5,12,2025-01,2025-12,0.8660925209625918,False,divorce*,人生重启
breast cancer awareness shirt men,70910.0,70910.0,70910.0,1,2025-10,2025-10,,False,awareness,疾病康复
saint costume kids,70910.0,70910.0,70910.0,1,2025-10,2025-10,,False,saint,信仰精神
dog anxiety vest,70948.0,159664.0,113964.0,12,2025-01,2025-12,1.265787152923151,False,anxiety,心理健康
mermaid barbie dolls,71142.0,193335.0,165076.5,6,2025-07,2025-12,0.7655108494166394,False,mermaid,风格审美
mermaid blanket,71254.0,181694.0,157739.5,6,2025-07,2025-12,0.643357518138604,False,mermaid,风格审美
bogg bag organizer,71265.0,141993.0,98499.0,5,2025-03,2025-07,,False,bogg bag,charm潮流
gothic costumes for women,71384.0,71384.0,71384.0,1,2025-10,2025-10,,False,gothic,风格审美
goth makeup,71427.0,126772.0,112335.5,12,2025-01,2025-12,0.7715912031047866,False,goth,风格审美
my best friend's girl,71464.0,93564.0,91066.0,5,2025-02,2025-06,,False,best friend*,关系联结
gothic black dress,71517.0,174563.0,123040.0,2,2025-09,2025-10,,False,gothic,风格审美
engagement decorations,71615.0,130029.0,94778.0,12,2025-01,2025-12,0.8502019666245053,False,engagement,承诺誓约
goth top,71863.0,180470.0,147925.0,9,2025-04,2025-12,1.0727389344160212,False,goth,风格审美
goth shoes,71863.0,132487.0,110900.0,12,2025-01,2025-12,1.0384328543727936,False,goth,风格审美
wisdom teeth recovery must haves,71867.0,118113.0,91566.0,10,2025-03,2025-12,1.1084787892786045,False,recovery,戒断康复
nurse badge accessories,71907.0,116932.0,84401.0,12,2025-01,2025-12,1.4709380567268626,False,nurse,军警职业
post workout recovery powder,71964.0,188671.0,96847.0,11,2025-01,2025-11,1.9064466163146134,False,recovery,戒断康复
waterboy weekend recovery,72307.0,197650.0,123733.0,10,2025-03,2025-12,1.3950932314534983,False,recovery,戒断康复
long distance vibrator,72320.0,108392.0,97192.0,9,2025-01,2025-09,1.1381329336268677,False,long distance,关系联结
mosquito repellent candles,72323.0,198736.0,98050.0,7,2025-04,2025-10,0.9357791160442455,False,mosquito repellent,功能康复珠宝
nurse shirt,72383.0,173058.0,123920.0,11,2025-01,2025-12,0.9623564679392791,False,nurse,军警职业
bible verse cards,72492.0,149035.0,112379.5,12,2025-01,2025-12,0.7152216090911382,False,bible verse,宗教扩展
bogg bag cooler,72645.0,167988.0,106706.5,4,2025-04,2025-07,,False,bogg bag,charm潮流
retirement,72687.0,183696.0,111378.0,12,2025-01,2025-12,1.5691517975182123,False,retirement,成就节点
quinceanera decorations,72809.0,147696.0,97506.5,10,2025-01,2025-10,1.624207484902844,False,quincea*,身份仪式
claimed by my brothers best friend,73294.0,81438.0,77366.0,2,2025-01,2025-02,,False,best friend*,关系联结
my little pony:friendship is magic,73428.0,197490.0,108427.5,6,2025-01,2025-08,1.073373115700384,False,friendship,关系联结
baptism favors,73463.0,199112.0,109371.0,11,2025-01,2025-11,0.545941224247935,False,baptism,身份仪式
claimed by my brothers best friends,73521.0,86496.0,80008.5,2,2025-01,2025-02,,False,best friend*,关系联结
y2k sweater,73921.0,148770.0,120049.0,7,2025-01,2025-12,0.6306622418567291,False,y2k,风格审美
purple up for military kids shirt,74043.0,171841.0,122942.0,2,2025-03,2025-04,,False,military,军警职业
breast cancer awareness sweatshirt,74157.0,163456.0,118806.5,2,2025-09,2025-10,,False,awareness,疾病康复
gothic cat tree,74214.0,144242.0,95159.5,12,2025-01,2025-12,1.5867381889535221,False,gothic,风格审美
military helmet,74352.0,161007.0,117644.0,12,2025-01,2025-12,1.131476588874211,False,military,军警职业
awareness,74379.0,158062.0,131600.0,6,2025-06,2025-12,0.9114910495738594,False,awareness,疾病康复
mermaid cake topper,74450.0,193394.0,93710.5,10,2025-01,2025-10,1.192636726317002,False,mermaid,风格审美
blink 182 nurse costume,74503.0,74503.0,74503.0,1,2025-10,2025-10,,False,nurse,军警职业
mini urns for human ashes,74743.0,129785.0,87822.0,12,2025-01,2025-12,1.4817764511112226,False,ashes,纪念哀悼
anointing oil for prayer,75052.0,123551.0,88442.0,12,2025-01,2025-12,1.3514960229374768,False,prayer,信仰精神
best friend ornament,75149.0,147723.0,111436.0,2,2025-11,2025-12,,False,best friend*,关系联结
firefighter,75687.0,171058.0,141831.5,12,2025-01,2025-12,0.7374733915119905,False,firefighter,军警职业
shamrock wreath,75758.0,192902.0,134330.0,2,2025-02,2025-03,,False,shamrock,宗教扩展
survival kits military grade,75995.0,176823.0,146476.0,7,2025-01,2025-12,1.4528951275475772,False,military,军警职业
mermaid man costume women,76186.0,76186.0,76186.0,1,2025-10,2025-10,,False,mermaid,风格审美
prayer book,76271.0,117791.0,100964.5,12,2025-01,2025-12,1.1455398064844677,False,prayer,信仰精神
cutter mosquito repellent,76305.0,175733.0,118783.0,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
nurse stickers,76306.0,195726.0,142780.5,12,2025-01,2025-12,1.2819280239054176,False,nurse,军警职业
cancer awareness items,76604.0,156976.0,116790.0,2,2025-09,2025-10,,False,awareness,疾病康复
domestic violence awareness shirt,76604.0,76604.0,76604.0,1,2025-10,2025-10,,False,awareness,疾病康复
womens mermaid costume,76796.0,188131.0,132463.5,2,2025-09,2025-10,,False,mermaid,风格审美
goth dress for women,76824.0,178279.0,126961.5,10,2025-01,2025-10,0.6533694591038357,False,goth,风格审美
bogg bag sale,76850.0,180802.0,121521.0,3,2025-07,2025-09,,False,bogg bag,charm潮流
belly button patch cover for castor oil,76891.0,191612.0,124155.0,3,2025-03,2025-08,,False,belly button,身体珠宝穿孔
muslim prayer rug,76945.0,97585.0,87265.0,2,2025-02,2025-03,,False,prayer,信仰精神
initial stockings,77285.0,101998.0,89641.5,2,2025-11,2025-12,,False,initial,个性化定制
prayer journal for men,77552.0,196558.0,163034.0,9,2025-01,2025-12,1.0347751578813749,False,prayer,信仰精神
nurse backpack,77592.0,140037.0,94597.0,12,2025-01,2025-12,1.292346972320235,False,nurse,军警职业
y2k shirts men,77718.0,159156.0,123290.0,9,2025-04,2025-12,0.8793426861711612,False,y2k,风格审美
military lego sets,77775.0,93292.0,85533.5,2,2025-11,2025-12,,False,military,军警职业
mermaid cake decorations,77930.0,166754.0,109222.5,10,2025-01,2025-10,0.9614664874410268,False,mermaid,风格审美
advice for the graduate 2025,77950.0,172442.0,147999.0,3,2025-04,2025-06,,False,graduate,成就节点
anti anxiety coloring book,78116.0,154259.0,116187.5,2,2025-10,2025-11,,False,anxiety,心理健康
indoor mosquito repellent,78150.0,124612.0,100143.5,6,2025-05,2025-10,1.1855289282910837,False,mosquito repellent,功能康复珠宝
prayer shawl,78213.0,189222.0,140390.0,9,2025-01,2025-12,0.5218015881916297,False,prayer,信仰精神
shamrock sweater women,78627.0,150628.0,114627.5,2,2025-02,2025-03,,False,shamrock,宗教扩展
sweet 16 cake topper,78636.0,190324.0,89970.0,12,2025-01,2025-12,1.846880316221355,False,sweet 16,身份仪式
